Process	rawID	newID	Orthogroup_ID	IPR_ID	IPR_desc	Organism...6	ko_evalue	ko_ID	ko_desc	KeggPathway_ID	KeggPathway_desc	BP:GO	BP:desc	BP:catIII	BP:catII	MF:GO	MF:desc	MF:catIII	MF:catII	CC:GO	CC:desc	CC:catIII	CC:catII	hit	hit_desc	Organism...26	uni_evalue	%algCopepod	%algHit	Pfam_ID	Pfam_desc	Pfam_evalue	peptideSignal	TM_occurence	RPKM_Hypox1	RPKM_Hypox2	RPKM_Hypox3	RPKM_Norma1	RPKM_Norma2	RPKM_Norma3	Mean_Metridinidae	Mean_Centropagoidae	Mean_Pancalanidae
ECM	TRINITY_DN13169_c0_g1_i1	Eucalanus-hyalinus_41427	OG0000596	IPR003961|IPR013783|IPR036116	Fibronectin type III|Immunoglobulin-like fold|Fibronectin type III superfamily	-	-	-	-	-	-	-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	tr|A0A553N6Y1|A0A553N6Y1_TIGCA	Fibronectin_type-III_domain-containing_protein	Tigriopus_californicus	1.4e-83	99	99	-	-	-	N	1	32.034522491989	111.0170913579	26.8508191096724	6.06579535122494	9.55723200942958	6.65969197619311	6	1,2	15,27777778
ECM	TRINITY_DN26607_c0_g1_i1	Eucalanus-hyalinus_37244	OG0000694	IPR001846|IPR015819	von Willebrand factor, type D domain|Lipid transport protein, beta-sheet shell	Chordata|Vertebrata	5.72e-06	-	-	-	-	GO:0006869	lipid_transport	establishment_of_localization	localization	GO:0005319	lipid_transporter_activity	lipid_transporter_activity	transporter_activity	-	-	-	-	tr|A0A553PFZ9|A0A553PFZ9_TIGCA	VWFD_domain-containing_protein	Tigriopus_californicus	1.5e-159	100	53	PF09172|PF00094	Domain of unknown function (DUF1943)|von Willebrand factor type D domain	6.4E-6|1.8E-7	N	0	10.6610955504242	19.1240585200415	9.0912600941377	1.77421625549353	0.989102660349862	0.790555272003875	2,333333333	2,3	11,38888889
ECM	TRINITY_DN10665_c0_g1_i1	Eucalanus-hyalinus_3120	OG0001312	IPR027417	P-loop containing nucleoside triphosphate hydrolase	Vertebrata|Actinopterygii	1.82e-20	ko01000|ko01003	Enzymes|Glycosyltransferases	ko00532|ko00533	Glycosaminoglycan_biosynthesis-chondroitin_sulfate/dermatan_sulfate_(Glycan_biosynthesis_and_metabolism)|Glycosaminoglycan_biosynthesis-keratan_sulfate_(Glycan_biosynthesis_and_metabolism)	-	-	-	-	GO:0008146	sulfotransferase_activity	transferase_activity	catalytic_activity	-	-	-	-	tr|A0A8J5MQS5|A0A8J5MQS5_HOMAM	Carbohydrate_sulfotransferase_1-like_4	Homarus_americanus	5.2e-27	76	56	PF00685	Sulfotransferase domain	8.9E-21	N	0	8.68213959925315	13.6616893135832	5.49657174788106	2.68820644771747	1.67129481779546	1.47343634925453	6	2,1	7,388888889
ECM	TRINITY_DN23516_c0_g2_i1	Eucalanus-hyalinus_43001	OG0002136	IPR000742|IPR002049	EGF-like domain|Laminin-type EGF domain	Bilateria|Arthropoda	1.96e-170			ko04151|ko04510|ko04512	PI3K-Akt_signaling_pathway_(Signal_transduction)|Focal_adhesion_(Cellular_community-eukaryotes)|ECM-receptor_interaction_(Signaling_molecules_and_interaction)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A0K2TAE5|A0A0K2TAE5_LEPSM	Laminin_subunit_beta-1	Lepeophtheirus_salmonis	6.9e-225	95	60	PF00053|PF00053|PF00053|PF00053|PF00053|PF00053|PF00053|PF00053	Laminin EGF domain|Laminin EGF domain|Laminin EGF domain|Laminin EGF domain|Laminin EGF domain|Laminin EGF domain|Laminin EGF domain|Laminin EGF domain	2.3E-8|3.7E-6|7.1E-11|4.3E-7|4.0E-8|3.2E-8|9.1E-7|5.3E-8	N	0	5.71822560154164	21.3199468328054	4.25682529106546	1.72874099964091	1.95836059995353	1.59725000397826	6,166666667	2,2	2,944444444
ECM	TRINITY_DN31445_c0_g1_i1	Eucalanus-hyalinus_27956	OG0002364	IPR000757|IPR013320	Glycoside hydrolase family 16|Concanavalin A-like lectin/glucanase domain superfamily	Arthropoda|Insecta	1.68e-145	-	-	-	-	GO:0005975	carbohydrate_metabolic_process	primary_metabolic_process	metabolic_process	GO:0004553	hydrolase_activity,_hydrolyzing_O-glycosyl_compounds	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A8S1CN05|A0A8S1CN05_9INSE	GH16_domain-containing_protein	Cloeon_dipterum	9.4e-123	89	89	PF00722	Glycosyl hydrolases family 16	7.1E-19	N	0	28.3202614577898	55.0724846860823	7.08213508452351	2.52192563651845	2.76166979908681	4.24708387823388	3,666666667	2,4	3,277777778
ECM	TRINITY_DN48229_c0_g1_i1	Eucalanus-hyalinus_227	OG0003177	IPR001000|IPR008979|IPR017853|IPR044846	Glycoside hydrolase family 10 domain|Galactose-binding-like domain superfamily|Glycoside hydrolase superfamily|Glycoside hydrolase family 10	-	-	-	-	-	-	GO:0005975	carbohydrate_metabolic_process	primary_metabolic_process	metabolic_process	GO:0004553	hydrolase_activity,_hydrolyzing_O-glycosyl_compounds	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A553P4T5|A0A553P4T5_TIGCA	GH10_domain-containing_protein	Tigriopus_californicus	5.7e-70	79	48	PF00331	Glycosyl hydrolase family 10	2.0E-37	N	0	3.47455585565157	4.04042218344342	2.23889332927359	0.858590652502917	0.470105827162482	0.280551934297953	7,166666667	1,8	3,333333333
ECM	TRINITY_DN27654_c0_g1_i1	Eucalanus-hyalinus_5567	OG0003710	IPR000885	Fibrillar collagen, C-terminal	Arthropoda|Insecta	2.52e-75	ko00536	Glycosaminoglycan_binding_proteins	ko04151|ko04510|ko04512|ko04611|ko04926|ko04974	PI3K-Akt_signaling_pathway_(Signal_transduction)|Focal_adhesion_(Cellular_community-eukaryotes)|ECM-receptor_interaction_(Signaling_molecules_and_interaction)|Platelet_activation_(Immune_system)|Relaxin_signaling_pathway_(Endocrine_system)|Protein_digestion_and_absorption_(Digestive_system)	-	-	-	-	GO:0005201	extracellular_matrix_structural_constituent	extracellular_matrix_structural_constituent	structural_molecule_activity	-	-	-	-	tr|A0A553NUK0|A0A553NUK0_TIGCA	Fibrillar_collagen_NC1_domain-containing_protein	Tigriopus_californicus	9.0e-77	15	17	PF01410|PF01391|PF01391|PF01391	Fibrillar collagen C-terminal domain|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)	7.7E-68|7.4E-7|1.8E-6|8.5E-8	N	0	6.15359050529538	43.9332830759256	5.68240520927662	1.09483317143402	1.79836847336338	1.43098489639489	1,666666667	0,9	2,944444444
ECM	TRINITY_DN15906_c0_g1_i1	Eucalanus-hyalinus_36385	OG0003710	IPR000885	Fibrillar collagen, C-terminal	Arthropoda|Insecta	2.27e-67	ko00536	Glycosaminoglycan_binding_proteins	ko04151|ko04510|ko04512|ko04611|ko04926|ko04974	PI3K-Akt_signaling_pathway_(Signal_transduction)|Focal_adhesion_(Cellular_community-eukaryotes)|ECM-receptor_interaction_(Signaling_molecules_and_interaction)|Platelet_activation_(Immune_system)|Relaxin_signaling_pathway_(Endocrine_system)|Protein_digestion_and_absorption_(Digestive_system)	-	-	-	-	GO:0005201	extracellular_matrix_structural_constituent	extracellular_matrix_structural_constituent	structural_molecule_activity	-	-	-	-	tr|A0A553NUK0|A0A553NUK0_TIGCA	Fibrillar_collagen_NC1_domain-containing_protein	Tigriopus_californicus	1.0e-71	18	17	PF01391|PF01391|PF01391|PF01410	Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)|Fibrillar collagen C-terminal domain	1.6E-7|2.4E-7|1.4E-9|1.8E-61	N	0	18.0322110278534	219.088472204675	12.7169851077082	2.22142231750794	3.28980116574829	3.08782363164537	1,666666667	0,9	2,944444444
ECM	TRINITY_DN27077_c0_g1_i1	Eucalanus-hyalinus_13725	OG0004556	IPR000885|IPR001791|IPR013320	Fibrillar collagen, C-terminal|Laminin G domain|Concanavalin A-like lectin/glucanase domain superfamily	Bilateria|Arthropoda	1.62e-100	ko00536	Glycosaminoglycan_binding_proteins	ko04151|ko04510|ko04512|ko04974	PI3K-Akt_signaling_pathway_(Signal_transduction)|Focal_adhesion_(Cellular_community-eukaryotes)|ECM-receptor_interaction_(Signaling_molecules_and_interaction)|Protein_digestion_and_absorption_(Digestive_system)	-	-	-	-	GO:0005201	extracellular_matrix_structural_constituent	extracellular_matrix_structural_constituent	structural_molecule_activity	-	-	-	-	tr|A0A2D5MS92|A0A2D5MS92_9BACT	Collagen-like_protein	Verrucomicrobiales_bacterium	5.8e-145	16	17	PF01410|PF01391|PF01391|PF01391|PF01391|PF01391	Fibrillar collagen C-terminal domain|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)	6.9E-76|2.0E-8|2.6E-7|3.8E-8|9.8E-10|2.5E-7	N	0	24.7791903382876	276.496868222134	20.178938146118	1.998774190652	2.34485544479493	1.99910528552704	4,166666667	1,4	1,555555556
ECM	TRINITY_DN14619_c0_g1_i1	Eucalanus-hyalinus_17257	OG0006105	IPR028994	Integrin alpha, N-terminal	Metazoa|Bilateria	1.73e-53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553PPP0|A0A553PPP0_TIGCA	VCBS_repeat-containing_protein	Tigriopus_californicus	1.0e-79	100	68	-	-	-	N	0	67.2719623853572	140.464842492965	19.3767256576188	12.6997271223808	16.5448594492484	15.3139008664902	3	1,5	1,5
ECM	TRINITY_DN17530_c0_g1_i1	Eucalanus-hyalinus_29725	OG0007222	IPR003598|IPR003599|IPR007110|IPR013783|IPR036179|IPR043204	Immunoglobulin subtype 2|Immunoglobulin subtype|Immunoglobulin-like domain|Immunoglobulin-like fold|Immunoglobulin-like domain superfamily|	Insecta|Hymenoptera	7.42e-46	ko00535|ko04147	Proteoglycans|Exosome	ko04512	ECM-receptor_interaction_(Signaling_molecules_and_interaction)	GO:0007155|GO:0007411	cell_adhesion|axon_guidance	cell_adhesion|cellular_component_organization_or_biogenesis	cellular_process|cellular_process	GO:0005515	protein_binding	protein_binding	binding	GO:0005886	plasma_membrane	membrane	cellular_anatomical_entity	tr|A0A7R9AR66|A0A7R9AR66_TIMSH	Basement_membrane-specific_heparan_sulfate_proteoglycan_core_protein	Timema_shepardi	1.1e-43	100	10	PF13927|PF13927	Immunoglobulin domain|Immunoglobulin domain	1.3E-8|5.3E-10	N	0	9.90264311206811	25.1196063248579	5.50763178033805	2.86015632182732	3.46091969501772	2.7102844875117	6	1	0,777777778
ECM	TRINITY_DN30539_c0_g1_i1	Eucalanus-hyalinus_39845	OG0014362	IPR006626|IPR011050|IPR012334	Parallel beta-helix repeat|Pectin lyase fold/virulence factor|Pectin lyase fold	-	-	-	-	-	-	GO:0005975	carbohydrate_metabolic_process	primary_metabolic_process	metabolic_process	GO:0004650	polygalacturonase_activity	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A6B2L6K0|A0A6B2L6K0_9EUKA	Pectate_lyase_superfamily_protein_domain-containing_protein	Arcella_intermedia	4.5e-127	80	100	PF00295	Glycosyl hydrolases family 28	2.8E-35	N	1	10.1700966232837	19.9523068470477	2.38000836922654	1.25140644979951	1.05569249462629	0.969263168740384	2,333333333	0	1
CytoSk	TRINITY_DN6149_c0_g1_i1	Eucalanus-hyalinus_9858	OG0000017	IPR014751	DNA repair protein XRCC4-like, C-terminal	Vertebrata|Actinopterygii	5.91e-72	ko04147|ko04812	Exosome|Cytoskeleton_proteins	ko04260|ko04261|ko04530	Cardiac_muscle_contraction_(Circulatory_system)|Adrenergic_signaling_in_cardiomyocytes_(Circulatory_system)|Tight_junction_(Cellular_community-eukaryotes)	-	-	-	-	-	-	-	-	GO:0016459	myosin_complex	myosin_complex	protein-containing_complex	tr|A0A2D5MU92|A0A2D5MU92_9BACT	Myosin_motor_domain-containing_protein_(Fragment)	Verrucomicrobiales_bacterium	3.3e-146	78	20	PF01576	Myosin tail	1.4E-55	N	0	29.8376675201066	134.766189201853	20.5569719537803	6.64779252029431	10.6559914235655	8.75934570423135	62,5	20,4	43,27777778
CytoSk	TRINITY_DN6320_c0_g1_i2	Eucalanus-hyalinus_33667	OG0000017	IPR001609|IPR014751|IPR027417	Myosin head, motor domain|DNA repair protein XRCC4-like, C-terminal|P-loop containing nucleoside triphosphate hydrolase	Diptera|Nematocera	1.81e-138	ko04147|ko04812	Exosome|Cytoskeleton_proteins	ko04260|ko04261|ko04530	Cardiac_muscle_contraction_(Circulatory_system)|Adrenergic_signaling_in_cardiomyocytes_(Circulatory_system)|Tight_junction_(Cellular_community-eukaryotes)	-	-	-	-	-	-	-	-	GO:0016459	myosin_complex	myosin_complex	protein-containing_complex	tr|A0A0K2UZF0|A0A0K2UZF0_LEPSM	Myosin_heavy_chain_1_[Tribolium_castaneum]_(Fragment)	Lepeophtheirus_salmonis	2.9e-210	99	73	PF01576	Myosin tail	1.1E-124	N	0	18.0920170286774	123.596868085858	19.2081520060632	2.79666830132813	3.31721525517403	2.96447011542481	62,5	20,4	43,27777778
CytoSk	TRINITY_DN9011_c0_g1_i1	Eucalanus-hyalinus_34835	OG0000055	IPR002048|IPR011992|IPR018247|IPR039030	EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site|	Metazoa|Bilateria	2.74e-50	ko01009|ko03036|ko04131|ko04147	Protein_phosphatases_and_associated_proteins|Chromosome_and_associated_proteins|Membrane_trafficking|Exosome	ko04014|ko04015|ko04016|ko04020|ko04022|ko04024|ko04070|ko04114|ko04218|ko04261|ko04270|ko04371|ko04713|ko04720|ko04722|ko04728|ko04740|ko04744|ko04745|ko04750|ko04910|ko04912|ko04915|ko04916|ko04921|ko04922|ko04924|ko04925|ko04970|ko04971	Ras_signaling_pathway_(Signal_transduction)|Rap1_signaling_pathway_(Signal_transduction)|MAPK_signaling_pathway-plant_(Signal_transduction)|Calcium_signaling_pathway_(Signal_transduction)|cGMP-PKG_signaling_pathway_(Signal_transduction)|cAMP_signaling_pathway_(Signal_transduction)|Phosphatidylinositol_signaling_system_(Signal_transduction)|Oocyte_meiosis_(Cell_growth_and_death)|Cellular_senescence_(Cell_growth_and_death)|Adrenergic_signaling_in_cardiomyocytes_(Circulatory_system)|Vascular_smooth_muscle_contraction_(Circulatory_system)|Apelin_signaling_pathway_(Signal_transduction)|Circadian_entrainment_(Environmental_adaptation)|Long-term_potentiation_(Nervous_system)|Neurotrophin_signaling_pathway_(Nervous_system)|Dopaminergic_synapse_(Nervous_system)|Olfactory_transduction_(Sensory_system)|Phototransduction_(Sensory_system)|Phototransduction-fly_(Sensory_system)|Inflammatory_mediator_regulation_of_TRP_channels_(Sensory_system)|Insulin_signaling_pathway_(Endocrine_system)|GnRH_signaling_pathway_(Endocrine_system)|Estrogen_signaling_pathway_(Endocrine_system)|Melanogenesis_(Endocrine_system)|Oxytocin_signaling_pathway_(Endocrine_system)|Glucagon_signaling_pathway_(Endocrine_system)|Renin_secretion_(Endocrine_system)|Aldosterone_synthesis_and_secretion_(Endocrine_system)|Salivary_secretion_(Digestive_system)|Gastric_acid_secretion_(Digestive_system)	GO:0019722	calcium-mediated_signaling	signal_transduction	cellular_process	GO:0005509	calcium_ion_binding	ion_binding	binding	-	-	-	-	tr|C1L9R5|C1L9R5_SCHJA	Calmodulin_3b_(Phosphorylase_kinase,_delta)	Schistosoma_japonicum	1.2e-38	100	100	PF13499|PF13499	EF-hand domain pair|EF-hand domain pair	6.2E-15|2.3E-18	N	0	18.2079495803973	36.3164094615793	12.3594388104253	2.88825902057086	3.60370736716616	3.08868106271282	25,33333333	14,7	29,94444444
CytoSk	TRINITY_DN10348_c0_g1_i1	Eucalanus-hyalinus_22464	OG0000274	IPR027707|IPR038077	Troponin T|Troponin domain superfamily	Bilateria|Arthropoda	1.53e-63	ko04812	Cytoskeleton_proteins	ko04260|ko04261	Cardiac_muscle_contraction_(Circulatory_system)|Adrenergic_signaling_in_cardiomyocytes_(Circulatory_system)	GO:0006937	regulation_of_muscle_contraction	regulation_of_biological_process	biological_regulation	-	-	-	-	GO:0005861	troponin_complex	troponin_complex	protein-containing_complex	tr|A0A0K2TKS0|A0A0K2TKS0_LEPSM	Troponin_T_(Fragment)	Lepeophtheirus_salmonis	1.2e-62	93	95	PF00992	Troponin	1.6E-7	N	0	71.86137875388	243.829978221754	45.7567234021165	14.5854401263299	18.8333220838045	16.4435496576806	12,16666667	6,5	17,5
CytoSk	TRINITY_DN16081_c0_g1_i1	Eucalanus-hyalinus_14918	OG0000583	IPR003598|IPR003599|IPR003961|IPR007110|IPR013783|IPR036116|IPR036179	Immunoglobulin subtype 2|Immunoglobulin subtype|Fibronectin type III|Immunoglobulin-like domain|Immunoglobulin-like fold|Fibronectin type III superfamily|Immunoglobulin-like domain superfamily	Diptera|Drosophilidae	3.0000000000000003E-275	ko01000|ko01001|ko04131|ko04147|ko04812	Enzymes|Protein_kinases|Membrane_trafficking|Exosome|Cytoskeleton_proteins			-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	tr|A0A553NDT1|A0A553NDT1_TIGCA	Twitchin_(Fragment)	Tigriopus_californicus	0.0e+00	97	91	PF00041|PF00041|PF00041|PF00041|PF07679|PF07679|PF07679|PF07679|PF07679|PF07679	Fibronectin type III domain|Fibronectin type III domain|Fibronectin type III domain|Fibronectin type III domain|Immunoglobulin I-set domain|Immunoglobulin I-set domain|Immunoglobulin I-set domain|Immunoglobulin I-set domain|Immunoglobulin I-set domain|Immunoglobulin I-set domain	6.8E-8|1.5E-11|2.1E-12|2.7E-14|2.5E-5|2.1E-8|1.6E-14|1.8E-12|2.4E-6|2.8E-12	N	0	21.3101541251829	107.962262923511	15.0246820932225	4.33515351339138	7.43841360902886	4.50070409838089	9,333333333	7,4	9,333333333
CytoSk	TRINITY_DN20472_c0_g1_i1	Eucalanus-hyalinus_41371	OG0000781	IPR008999|IPR015915	Actin-crosslinking|Kelch-type beta propeller	-	-	-	-	-	-	-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	noHit	-	-	-	-	-	-	-	-	N	0	51.6257901330284	6.3837929966899	35.4117689916143	1.56444801465525	3.57111616246535	3.34078002012567	2,666666667	0,7	15,16666667
CytoSk	TRINITY_DN515_c0_g1_i4	Eucalanus-hyalinus_16374	OG0000917	IPR002048|IPR011992|IPR018247	EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site	Insecta|Hymenoptera	1.08e-41	-	-	-	-	-	-	-	-	GO:0005509	calcium_ion_binding	ion_binding	binding	-	-	-	-	tr|C1C0E8|C1C0E8_CALCM	Troponin_C,_isoform_1	Caligus_clemensi	7.3e-59	98	100	PF13499|PF13499	EF-hand domain pair|EF-hand domain pair	2.2E-13|1.5E-11	N	0	34.1017035648663	144.667348668636	29.9670996842451	11.541502411377	10.9423504724171	17.4059349475907	7	3,1	9
CytoSk	TRINITY_DN4495_c0_g1_i2	Eucalanus-hyalinus_18544	OG0001052	-	-	Insecta|Hymenoptera	9.46e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A7TZA6|A7TZA6_LEPSM	Putative_LOC100120906_[Nasonia_vitripennis]	Lepeophtheirus_salmonis	1.3e-43	98	89	PF15929	Myofilin	1.6E-14	N	0	60.7435800009648	207.966465838294	48.2845656245296	16.529834156945	23.0144148421275	12.8280079866773	1,166666667	2,1	11,16666667
CytoSk	TRINITY_DN5488_c0_g1_i4	Eucalanus-hyalinus_42215	OG0001564	IPR001715|IPR036872	Calponin homology domain|CH domain superfamily	Vertebrata|Testudines	5.37e-25	-	-	-	-	-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	tr|A0A553NEX3|A0A553NEX3_TIGCA	Calponin-homology_(CH)_domain-containing_protein	Tigriopus_californicus	2.1e-64	98	14	PF00307	Calponin homology (CH) domain	1.6E-17	N	0	61.0002849369824	230.885800634519	48.4366943771995	16.4036890827995	27.6404997362167	22.7922741596929	5	2	5,722222222
CytoSk	TRINITY_DN16437_c0_g1_i1	Eucalanus-hyalinus_13838	OG0002560	IPR000557|IPR001715|IPR001997|IPR003096|IPR036872	Calponin repeat|Calponin homology domain|Calponin/LIMCH1|Smooth muscle protein/calponin|CH domain superfamily	Diptera|Nematocera	1.46e-78	ko04131	Membrane_trafficking	-	-	GO:0031032	actomyosin_structure_organization	cellular_component_organization_or_biogenesis	cellular_process	GO:0005515|GO:0003779	protein_binding|actin_binding	protein_binding|protein_binding	binding|binding	-	-	-	-	tr|C1BT79|C1BT79_LEPSM	Calponin	Lepeophtheirus_salmonis	6.3e-71	100	100	PF00402|PF00307	Calponin family repeat|Calponin homology (CH) domain	3.0E-7|1.3E-23	N	0	29.0097838106782	69.6568730456204	18.8553284009591	11.0129748019393	7.74873051886988	9.1806418684321	2,5	1,4	2,944444444
CytoSk	TRINITY_DN28315_c0_g2_i1	Eucalanus-hyalinus_8886	OG0003791	IPR010472|IPR010473|IPR011989|IPR014768|IPR016024|IPR043592	Formin, FH3 domain|Formin, GTPase-binding domain|Armadillo-like helical|Rho GTPase-binding/formin homology 3 (GBD/FH3) domain|Armadillo-type fold|Formin-like protein, animal	Insecta|Hymenoptera	3.4e-145	-	-	-	-	GO:0030036|GO:0016043|GO:0007010|GO:0022604	actin_cytoskeleton_organization|cellular_component_organization|cytoskeleton_organization|regulation_of_cell_morphogenesis	cellular_component_organization_or_biogenesis|cellular_component_organization_or_biogenesis|cellular_component_organization_or_biogenesis|regulation_of_biological_process	cellular_process|cellular_process|cellular_process|biological_regulation	GO:0003779|GO:0031267	actin_binding|small_GTPase_binding	protein_binding|protein_binding	binding|binding	-	-	-	-	tr|A0A1B6M030|A0A1B6M030_9HEMI	GBD/FH3_domain-containing_protein_(Fragment)	Graphocephala_atropunctata	8.6e-130	80	67	PF06371|PF06371|PF06367	Diaphanous GTPase-binding Domain|Diaphanous GTPase-binding Domain|Diaphanous FH3 Domain	9.2E-16|4.5E-13|1.6E-32	N	1	2.95470020293945	6.81408789500727	2.45644961025205	1.00807741789405	0.523334740925853	0.243998540741937	2	2,4	2
CytoSk	TRINITY_DN7259_c0_g1_i1	Eucalanus-hyalinus_16603	OG0004474	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553PBB1|A0A553PBB1_TIGCA	Dynein_light_chain	Tigriopus_californicus	3.8e-42	100	100	-	-	-	N	0	49.2390143274889	137.329261550937	49.6119062731303	13.5938734078555	18.5249996587265	14.0660670470255	3,333333333	1,1	3,833333333
CytoSk	TRINITY_DN12340_c0_g1_i1	Eucalanus-hyalinus_9066	OG0010891	IPR001303|IPR036409	Class II aldolase/adducin N-terminal|Class II aldolase/adducin N-terminal domain superfamily	Opisthokonta|Metazoa	1.18e-57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A5B7DF64|A0A5B7DF64_PORTR	Adducin-related_protein	Portunus_trituberculatus	7.0e-52	78	97	PF00596	Class II Aldolase and Adducin N-terminal domain	3.0E-24	N	0	6.41766674454458	11.1584097148069	3.70673833403303	0.788755185258418	0.789702722834221	1.17820612727124	1,833333333	1	1,444444444
CytoSk	TRINITY_DN26942_c0_g1_i1	Eucalanus-hyalinus_18264	OG0012203	IPR027267|IPR031160	AH/BAR domain superfamily|F-BAR domain	Insecta|Paraneoptera	9.45e-09	ko04131	Membrane_trafficking	ko04910	Insulin_signaling_pathway_(Endocrine_system)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A8B8G060|A0A8B8G060_9HEMI	Formin-binding_protein_1_isoform_X4	Sipha_flava	2.0e-08	43	36	-	-	-	N	0	5.23285377133597	12.3856485071456	4.46168105719522	0.985452238938822	0.80164180701672	0.828013003096328	0	1,1	2,111111111
Plysis	TRINITY_DN7699_c0_g1_i11	Eucalanus-hyalinus_28397	OG0000013	-	Serine proteases, trypsin domain|Peptidase S1A, chymotrypsin family|Peptidase S1, PA clan|Serine proteases, trypsin family, histidine active site|Serine proteases, trypsin family, serine active site|Peptidase S1, PA clan, chymotrypsin-like fold	Bilateria|Arthropoda	2.12e-56	ko01000|ko01002	Enzymes|Peptidases_and_inhibitors	-	-	GO:0006508	proteolysis	organic_substance_metabolic_process	metabolic_process	GO:0004252	serine-type_endopeptidase_activity	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A3P9CYF2|A0A3P9CYF2_9CICH	Serine_protease_27-like	Maylandia_zebra	3.5e-49	78	74	PF00089	Trypsin	4.8E-69	N	1	6.62843887009931	13.1557091235478	5.27346112067933	1.42659331340963	2.23172982930925	1.66482758845581	49,33333333	21,4	53
Plysis	TRINITY_DN24805_c0_g1_i4	Eucalanus-hyalinus_43019	OG0000013	IPR000169|IPR000668|IPR013201|IPR025660|IPR025661|IPR038765|IPR039417	Serine proteases, trypsin domain|Peptidase S1A, chymotrypsin family|Peptidase S1, PA clan|Serine proteases, trypsin family, histidine active site|Serine proteases, trypsin family, serine active site|Spermadhesin, CUB domain superfamily|Peptidase S1, PA clan, chymotrypsin-like fold	Diptera|Nematocera	6.43e-67	-	-	-	-	GO:0006508	proteolysis	organic_substance_metabolic_process	metabolic_process	GO:0004252	serine-type_endopeptidase_activity	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A1D8QLQ6|A0A1D8QLQ6_EUPSU	Trypsin	Euphausia_superba	2.4e-71	93	90	PF00089	Trypsin	4.4E-63	N	0	1.90853840859725	8.02444488103098	2.23067067303248	0.72157120438732	0.390435260664419	0.110955125895281	49,33333333	21,4	53
Plysis	TRINITY_DN17788_c0_g1_i1	Eucalanus-hyalinus_36447	OG0000030	IPR000169|IPR000668|IPR013201|IPR025660|IPR025661|IPR038765|IPR039417	Sushi/SCR/CCP domain|CUB domain|Peptidase M12A|Peptidase, metallopeptidase|Metallopeptidase, catalytic domain superfamily|Astacin-like metallopeptidase domain|Spermadhesin, CUB domain superfamily	Insecta|Paraneoptera	1.54e-30	-	-	-	-	GO:0006508	proteolysis	organic_substance_metabolic_process	metabolic_process	GO:0004222|GO:0008237|GO:0008270	metalloendopeptidase_activity|metallopeptidase_activity|zinc_ion_binding	hydrolase_activity|hydrolase_activity|ion_binding	catalytic_activity|catalytic_activity|binding	-	-	-	-	tr|A0A553NYS0|A0A553NYS0_TIGCA	Metalloendopeptidase	Tigriopus_californicus	2.4e-56	73	82	PF01400|PF01400|PF00431	Astacin (Peptidase family M12A)|Astacin (Peptidase family M12A)|CUB domain	1.3E-30|8.7E-7|5.8E-7	N	0	9.11922169186455	20.7524125674049	9.87437489440048	2.57544334810409	2.10479592450445	1.8977199425935	52	14,2	32,11111111
Plysis	TRINITY_DN11894_c0_g1_i1	Eucalanus-hyalinus_24495	OG0000032	IPR000436|IPR000859|IPR001506|IPR006026|IPR024079|IPR034035|IPR035914	Serine proteases, trypsin domain|Peptidase S1A, chymotrypsin family|Peptidase S1, PA clan|Peptidase S1, PA clan, chymotrypsin-like fold	Insecta|Hymenoptera	1.14e-121	-	-	-	-	GO:0006508	proteolysis	organic_substance_metabolic_process	metabolic_process	GO:0004252	serine-type_endopeptidase_activity	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A0K2TM53|A0A0K2TM53_LEPSM	Serine_proteinase_stubblelike_[Bombus_impatiens]	Lepeophtheirus_salmonis	3.8e-115	85	78	PF18322|PF00089	Serine protease Clip domain PPAF-2|Trypsin	6.2E-17|9.6E-44	N	0	32.5686655612285	97.9536204526527	25.4001144664455	3.73277963407026	5.38523817607479	5.41866247214812	60,33333333	9,3	36,05555556
